insee_code,ville,dep
25620,ville du pont,25
25624,villers grelot,25
25615,villars les blamont,25
25619,les villedieu,25
25622,villers buzon,25
25625,villers la combe,25
25627,villers sous chalamont,25
25632,voujeaucourt,25
2102,bouconville vauclair,2
2105,bouresches,2
2124,brissy hamegicourt,2
2125,brumetz,2
2126,brunehamel,2
2131,bucy le long,2
2139,caillouel crepigny,2
2140,camelin,2
2150,cerny en laonnois,2
2157,chambry,2
2160,chaourse,2
2165,charmes,2
2172,chaudun,2
2173,chauny,2
2185,chezy en orxois,2
2191,chivy les etouvelles,2
2195,ciry salsogne,2
2199,clastres,2
2501,montchalons,2
2508,monthenault,2
2512,montigny l allier,2
2514,montigny lengrain,2
2520,mont notre dame,2
2522,mont st jean,2
2533,muret et crouttes,2
2540,nesles la montagne,2
2541,neufchatel sur aisne,2
2558,le nouvion en thierache,2
2566,ognes,2
2572,orainville,2
2576,osly courtil,2
2583,pancy courtecon,2
2584,papleux,2
2585,parcy et tigny,2
2587,parfondru,2
2590,pargny la dhuys,2
2591,pargny les bois,2
2592,parpeville,2
2800,viffort,2
2806,villeneuve sur fere,2
2815,villers st christophe,2
2833,wimy,2
5142,st firmin,5
2101,bosmont sur serre,2
2104,bouffignereux,2
2107,bourguignon sous coucy,2
2111,brancourt en laonnois,2
2115,braye en laonnois,2
2120,brenelle,2
2122,brie,2
2128,bruyeres et montberault,2
2142,castres,2
2155,chaillevois,2
7006,albon d ardeche,7
2167,chassemy,2
2168,chateau thierry,2
7010,annonay,7
2169,chatillon les sons,2
2170,chatillon sur oise,2
2179,chery chartreuve,2
7017,les assions,7
2180,chery les pouilly,2
7030,beauvene,7
2188,chigny,2
2194,cilly,2
7033,bessas,7
7041,boulieu les annonay,7
7092,freyssenet,7
7100,gravieres,7
7134,laurac en vivarais,7
7147,malarce sur la thines,7
7149,marcols les eaux,7
7162,montreal,7
7165,belsentes,7
7187,prunet,7
7193,rocher,7
7207,st alban auriolles,7
7233,st etienne de serre,7
7239,st genest lachamp,7
7274,st maurice en chalencon,7
7281,st peray,7
7293,st romain de lerps,7
7306,sampzon,7
7307,sanilhac,7
7316,soyons,7
2500,montbrehain,2
2504,montescourt lizerolles,2
7330,vallon pont d arc,7
2515,montigny les conde,2
7334,les vans,7
2516,montigny sous marle,2
2519,montloue,2
2524,mont st pere,2
7341,villeneuve de berg,7
2528,mortefontaine,2
2536,nampteuil sous muret,2
2542,neuflieux,2
2543,neuilly st front,2
2553,nizy le comte,2
2557,noroy sur ourcq,2
2559,nouvion et catillon,2
2567,ohis,2
2595,passy sur marne,2
2598,pernant,2
2809,villers agron aiguizy,2
2832,wiege faty,2
9002,aigues vives,9
9004,albies,9
9009,alzen,9
9011,antras,9
9012,appy,9
9016,arnave,9
9017,arrien en bethmale,9
9024,aston,9
9037,barjac,9
9050,benagues,9
9052,besset,9
9053,bestiac,9
9054,betchat,9
9056,bezac,9
9059,bonac irazein,9
9064,bouan,9
9065,boussenac,9
9068,burret,9
9072,calzan,9
9080,carla de roquefort,9
9082,castelnau durban,9
9083,casteras,9
9084,castex,9
9090,cazaux,9
5152,st maurice en valgodemard,5
7058,chassiers,7
7062,chazeaux,7
7070,cornas,7
7072,coux,7
7077,darbres,7
7082,dornas,7
7132,largentiere,7
7150,mariac,7
7163,montselgues,7
7186,privas,7
7196,rocles,7
7222,st cierge sous le cheylard,7
7265,st marcel les annonay,7
7284,st pierre st jean,7
7286,st pierreville,7
39007,alieze,39
39016,arinthod,39
39017,arlay,39
39021,la chailleuse,39
39028,aumont,39
39031,auxange,39
39032,avignon les st claude,39
39037,bans,39
39042,baverans,39
39043,beaufort orbagna,39
39047,bellefontaine,39
39048,belmont,39
39049,bersaillin,39
39072,bracon,39
39081,buvilly,39
39086,cernon,39
39091,les chalesmes,39
39108,charency,39
39109,charezier,39
39114,chateau chalon,39
39119,le chateley,39
39122,chatillon,39
39130,nanchez,39
39133,chaux champagny,39
39145,chille,39
39147,chilly sur salins,39
39149,chissey sur loue,39
39160,commenailles,39
39170,courlans,39
39171,courlaoux,39
39172,courtefontaine,39
39175,coyron,39
39177,hauteroche,39
39179,crenans,39
39182,crissey,39
39190,dampierre,39
39192,denezieres,39
39193,le deschaux,39
39196,les deux fays,39
39197,digna,39
39198,dole,39
39200,dompierre sur mont,39
39204,dramelay,39
39209,val d epy,39
39210,equevillon,39
9008,alos,9
39216,etival,39
9015,arignac,9
39236,francheville,39
9020,artigues,9
39240,le frasnois,39
9029,aulus les bains,9
39248,geraise,39
9034,balacet,9
39249,germigney,39
9039,la bastide de bousignac,9
39251,gevingey,39
9042,la bastide de serou,9
39258,grande riviere chateau,39
9043,la bastide sur l hers,9
39261,graye et charnay,39
9048,belloc,9
39268,ivrey,39
9051,benaix,9
39272,ladoye sur seille,39
9055,bethmale,9
9062,bordes uchentein,9
39279,larnaud,39
9067,brie,9
39282,la latette,39
9073,camarade,9
39286,lavans les st claude,39
9074,camon,9
9078,carcanieres,9
9089,cazals des bayles,9
39288,lavigny,39
9094,cerizols,9
9096,chateau verdun,9
39289,lect,39
39291,lemuy,39
39292,lent,39
39298,longcochon,39
39305,la loye,39
39314,marnezia,39
39325,mesnay,39
39331,mignovillard,39
39336,molain,39
39338,molay,39
39342,monay,39
39345,monnieres,39
39354,montholier,39
39355,montigny les arsures,39
39356,montigny sur l ain,39
39360,montmirey la ville,39
39361,montmirey le chateau,39
39364,montrond,39
39367,morbier,39
39372,mournans charbonny,39
39373,les moussieres,39
39376,moutoux,39
39378,les trois chateaux,39
39380,nancuise,39
39381,les nans,39
39387,nevy les dole,39
39388,nevy sur seille,39
39392,offlanges,39
39394,onoz,39
39397,orgelet,39
39402,pagney,39
39407,passenans,39
39412,peseux,39
39418,picarreau,39
39426,plasne,39
39431,poids de fiole,39
39434,poligny,39
39437,pont du navoy,39
39448,rahon,39
39467,rotalier,39
39468,rothonay,39
39469,rouffange,39
39470,les rousses,39
39474,ste agnes,39
39478,st claude,39
39479,st cyr montmalin,39
39480,st didier,39
39485,val suran,39
39491,coteaux du lizon,39
39492,st maur,39
39493,st maurice crillat,39
39498,salans,39
39502,santans,39
39504,sarrogna,39
39518,songeson,39
39519,soucia,39
39520,souvans,39
39525,tassenieres,39
39534,la tour du meix,39
39537,trenal,39
39550,verges,39
39568,villerserine,39
39572,villette les arbois,39
39575,le villey,39
39576,val sonnette,39
39577,vincent froideville,39
39583,vosbles valfin,39
58006,anlezy,58
58008,anthien,58
58010,arleuf,58
58015,asnan,58
58017,aunay en bazois,58
58030,biches,58
58031,billy chevannes,58
58034,blismes,58
58039,breves,58
58051,challuy,58
58054,champlin,58
58055,champvert,58
58069,chaumot,58
58081,colmery,58
58083,corbigny,58
58087,cossaye,58
58098,dirol,58
58099,dommartin,58
58108,empury,58
58110,epiry,58
58121,garchizy,58
58137,lamenay sur loire,58
58145,lormes,58
58146,lucenay les aix,58
58151,la machine,58
58164,mesves sur loire,58
58165,metz le comte,58
58166,mhere,58
58169,moissy moulinot,58
58173,montaron,58
58176,montigny aux amognes,58
58180,montsauche les settons,58
58184,moussy,58
58193,neuvy sur loire,58
58207,parigny les vaux,58
58209,perroy,58
58213,pougny,58
58220,raveau,58
58222,rix,58
58223,rouy,58
58225,saincaize meauce,58
58227,st amand en puisaye,58
58228,st andelain,58
58231,st aubin les forges,58
58232,st benin d azy,58
58235,st brisson,58
58236,ste colombe des bois,58
58237,st didier,58
58242,st germain des bois,58
58244,st hilaire en morvan,58
58254,st martin d heuille,58
58260,st parize le chatel,58
58262,st pereuse,58
58263,st pierre du mont,58
58267,st saulge,58
58271,saizy,58
58273,sauvigny les bois,58
58274,savigny poil fol,58
58277,sermages,58
58280,sougy sur loire,58
58283,taconnay,58
58285,tamnay en bazois,58
58289,ternant,58
58292,tintury,58
58295,tracy sur loire,58
58297,trois vevres,58
58303,varennes vauzelles,58
58305,vauclaix,58
58309,villapourcon,58
58310,villiers le sec,58
39001,abergement la ronce,39
39006,aiglepierre,39
39009,andelot en montagne,39
39011,annoire,39
39013,arbois,39
39015,ardon,39
39019,les arsures,39
39025,augea,39
39027,augisey,39
39030,authume,39
39038,baresia sur l ain,39
39053,bief du fourg,39
39056,bletterans,39
39061,boissia,39
39073,brainans,39
39084,cernans,39
39088,cesancey,39
39093,chamblay,39
39096,champagney,39
39097,champagnole,39
39099,champdivers,39
39100,champrougier,39
39112,la chassagne,39
39118,chatel de joux,39
39126,la chaumusse,39
39129,chaux des crotenay,39
39137,st hymetiere sur valouse,39
39142,chevreaux,39
39143,chevrotaine,39
39151,choux,39
39168,courbette,39
39178,crans,39
39180,cressia,39
39191,darbonnay,39
39194,desnes,39
39199,domblans,39
39207,ecrille,39
39217,l etoile,39
39220,falletans,39
39222,fay en montagne,39
39223,la ferte,39
39230,fontenu,39
39237,fraroz,39
39244,frontenay,39
39253,gigny,39
39266,les hays,39
39267,ivory,39
39280,larrivoire,39
39290,valzin en petite montagne,39
39297,longchaumois,39
39300,lons le saunier,39
39308,malange,39
39310,mantry,39
39312,marigna sur valouse,39
39313,marigny,39
39319,mathenay,39
39326,mesnois,39
39327,messia sur sorne,39
39329,mieges,39
39335,moissey,39
39339,chassal molinges,39
39343,monnetay,39
39349,montain,39
39368,hauts de bienne,39
39370,mouchard,39
39375,moutonne,39
39379,nance,39
39385,neublans abergement,39
39391,nozeroy,39
39400,our,39
39406,le pasquier,39
39408,patornay,39
39409,peintre,39
39420,pimorin,39
39422,plainoiseau,39
39435,pont de poitte,39
39436,pont d hery,39
39443,presilly,39
39444,pretin,39
39446,pupillin,39
39447,quintigny,39
39449,rainans,39
39472,rye,39
39476,st aubin,39
39481,st germain en montagne,39
39486,st lamain,39
39487,st laurent en grandvaux,39
39490,st loup,39
39494,st pierre,39
39495,st thiebaud,39
39497,saizenay,39
39507,seligney,39
39522,supt,39
39523,syam,39
39526,tavaux,39
39529,thesy,39
39530,thoirette coisia,39
39539,vadans,39
39540,valempoulieres,39
39543,vannoz,39
39545,le vaudioux,39
39548,vaux sur poligny,39
39552,vernantois,39
39557,vescles,39
39558,vevy,39
39561,villards d heria,39
39567,villeneuve sous pymont,39
39569,villers farlay,39
39582,voiteur,39
39584,vriange,39
21003,ahuy,21
21004,aignay le duc,21
21009,allerey,21
21010,aloxe corton,21
21015,antigny la ville,21
21016,arceau,21
21024,arnay sous vitteaux,21
21030,aubaine,21
21041,avot,21
21051,baulme la roche,21
21062,bellenot sous pouilly,21
21065,bessey en chaume,21
21067,bessey les citeaux,21
21077,bissey la cote,21
21078,bissey la pierre,21
21084,source seine,21
21086,bligny les beaune,21
21087,bligny sur ouche,21
21093,bouix,21
21100,brain,21
21101,braux,21
21108,brianny,21
21114,buffon,21
21126,cessey sur tille,21
21128,chailly sur armancon,21
21129,chambain,21
21134,chamesson,21
21137,champ d oiseau,21
21146,charmes,21
21148,charrey sur saone,21
21154,chatillon sur seine,21
21156,chaudenay le chateau,21
21157,chaugey,21
21161,chaumont le bois,21
21178,valforet,21
21180,clery,21
21183,collonges et premieres,21
21185,combertault,21
21186,comblanchien,21
21187,commarin,21
21197,corpoyer la chapelle,21
21208,courtivron,21
21211,crecey sur tille,21
21217,curley,21
21230,dienay,21
21231,dijon,21
21244,eguilly,21
21248,eringes,21
21253,etalante,21
21256,etevaux,21
21257,etormay,21
21262,faverolles les lucey,21
21266,flacey,21
21271,flavigny sur ozerain,21
21272,le val larrey,21
21273,fleurey sur ouche,21
21275,foncegrive,21
21295,gevrey chambertin,21
21297,gilly les citeaux,21
21304,grancey le chateau neuvelle,21
21305,grancey sur ource,21
21307,gresigny ste reine,21
21325,jouey,21
21326,jours les baigneux,21
21328,juillenay,21
21331,labergement les auxonne,21
21338,lamargelle,21
21339,lantenay,21
21342,laperriere sur saone,21
21343,larrey,21
21352,longeault pluvault,21
21359,lucey,21
21364,magny lambert,21
21366,magny les aubigny,21
21372,maisey le duc,21
21377,marcellois,21
21387,marigny les reullee,21
21397,mavilly mandelot,21
21405,merceuil,21
21413,millery,21
21418,moitron,21
21423,montagny les beaune,21
21433,montigny mornay villeneuve vingeanne,21
21434,montlay en auxois,21
21439,montoillot,21
21441,mont st jean,21
21446,moutiers st jean,21
21452,neuilly crimolois,21
21455,nod sur seine,21
21458,noiron sous gevrey,21
21464,nuits st georges,21
21469,orgeux,21
21471,orret,21
21472,orville,21
21478,pasques,21
21491,poiseul les saulx,21
21496,pontailler sur saone,21
21497,pont et massene,21
21498,posanges,21
21500,pouillenay,21
21505,precy sous thil,21
21512,puligny montrachet,21
21520,remilly en montagne,21
21523,reulle vergy,21
21524,riel les eaux,21
21525,la roche en brenil,21
21537,saffres,21
21549,st germain le rocheux,21
21566,st pierre en vaux,21
21568,st remy,21
21570,ste sabine,21
21572,st seine en bache,21
21581,samerey,21
21586,saulon la rue,21
21587,saulx le duc,21
21591,savigny le sec,21
21593,savilly,21
21595,savolles,21
21599,selongey,21
21609,soirans,21
21613,soussey sur brionne,21
21615,sussey,21
21616,tailly,21
21624,tellecey,21
21625,ternant,21
21628,thoires,21
21636,thury,21
21639,tillenay,21
21646,trouhaut,21
21650,urcy,21
21653,vannaire,21
21655,vanvey,21
21661,velars sur ouche,21
21678,vic sous thil,21
21680,vielverge,21
21688,villars fontaine,21
21689,villars et villenotte,21
21692,villecomte,21
21695,la villeneuve les convers,21
21696,villeneuve sous charigny,21
21702,villey sur tille,21
21705,villotte st seine,21
21709,viserny,21
21714,vosne romanee,21
21717,voulaines les templiers,21
2100,bony,2
21021,arc sur tille,21
2106,bourg et comin,2
21022,argilly,21
2108,bourguignon sous montbavin,2
21031,aubigny en plaine,21
2114,brasles,2
21038,auxonne,21
2117,bray st christophe,2
21052,beaulieu,21
2119,brecy,2
21053,beaumont sur vingeanne,21
2121,breny,2
21054,beaune,21
2134,buire,2
21056,beire le chatel,21
2138,buzancy,2
21060,belleneuve,21
2141,la capelle,2
21064,benoisey,21
2144,caulaincourt,2
21069,beurizot,21
2153,cessieres suzy,2
21070,bevy,21
2175,chavigny,2
21071,beze,21
2178,chermizy ailles,2
21074,billey,21
2183,chevregny,2
21075,billy les chanceaux,21
2198,clamecy,2
21080,blaisy bas,21
21082,blancey,21
21089,bonnencontre,21
21097,boussey,21
21104,bremur et vaurois,21
21111,brognon,21
21115,buncey,21
21117,busseaut,21
21118,busserotte et montenaille,21
21120,la bussiere sur ouche,21
21127,chaignay,21
21132,chamboeuf,21
21141,champrenault,21
21142,chanceaux,21
21147,charny,21
21149,charrey sur seine,21
21152,chateauneuf,21
21158,chaume et courchamp,21
21163,chazeuil,21
21168,chevannay,21
21189,corberon,21
21190,corcelles les arts,21
21191,corcelles les citeaux,21
21198,corrombles,21
21202,courban,21
21212,crepand,21
21214,crugey,21
21222,cussy le chatel,21
21223,daix,21
21228,detain et bruant,21
21233,drambon,21
21234,dree,21
21235,duesme,21
21240,echevannes,21
21250,essarois,21
21252,etais,21
21258,etrochey,21
21267,flagey echezeaux,21
21274,foissy,21
21276,fontaines en duesmois,21
21278,fontaine les dijon,21
21289,fussey,21
21291,genay,21
21301,glanon,21
21309,griselles,21
21311,grosbois les tichey,21
25001,abbans dessous,25
21313,gurgy le chateau,21
25004,abbevillers,25
21315,hauteville les dijon,21
25026,arc sous montenot,25
21316,heuilley sur saone,21
25033,autechaux roide,25
21322,jallanges,21
25036,avanne aveney,25
21323,jancigny,21
25047,baume les dames,25
21330,labergement foigney,21
25051,belleherbe,25
21341,lantilly,21
25053,belvoir,25
21344,lechatelet,21
25054,berche,25
21350,lignerolles,21
25055,berthelange,25
21357,louesme,21
25056,besancon,25
21361,lux,21
25065,blarians,25
21362,maconge,21
25077,la bosse,25
21369,magny st medard,21
25078,bouclans,25
21373,malain,21
25083,bournois,25
21374,maligny,21
25084,boussieres,25
21384,marey les fussey,21
25086,braillans,25
2503,mont d origny,2
21385,marey sur tille,21
25090,breres,25
2505,montfaucon,2
21386,marigny le cahouet,21
25095,bretonvillers,25
2506,montgobert,2
21391,marsannay le bois,21
25096,brey et maison du bois,25
2507,montgru st hilaire,2
21396,mauvilly,21
25107,cendrey,25
2509,monthiers,2
21401,meloisey,21
25112,chalezeule,25
2513,montigny le franc,2
21403,menessaire,21
25115,champagney,25
2517,montigny sur crecy,2
21420,molinot,21
25121,chapelle des bois,25
2523,mont st martin,2
21427,montceau et echarnant,21
25127,charquemont,25
2526,morgny en thierache,2
2529,mortiers,2
21435,montliot et courcelles,21
25129,chassagne st denis,25
2534,muscourt,2
21438,montmoyen,21
25139,la chaux,25
2538,nanteuil notre dame,2
21448,mussy la fosse,21
25149,chenecey buillon,25
2546,la neuville en beine,2
21450,nantoux,21
25152,la chevillotte,25
2549,neuville st amand,2
21457,noidan,21
25153,chevroz,25
2550,neuville sur ailette,2
21461,nolay,21
25170,courcelles les montbeliard,25
2551,neuville sur margival,2
21462,norges la ville,21
25179,le crouzet,25
2552,neuvillette,2
21463,normier,21
25184,cuse et adrisans,25
2554,nogentel,2
21467,oisilly,21
25187,dambelin,25
2556,noircourt,2
21473,ouges,21
25190,dampierre les bois,25
2560,nouvion le comte,2
21474,pagny la ville,21
25202,dompierre les tilleuls,25
2561,nouvion le vineux,2
21482,perrigny sur l ognon,21
25207,dung,25
2562,nouvron vingre,2
21483,pichanges,21
25211,echevannes,25
2574,origny en thierache,2
21484,planay,21
25215,l ecouvotte,25
2578,oulches la vallee foulon,2
21490,poiseul la ville et laperriere,21
25218,epenouse,25
2579,oulchy la ville,2
21492,pommard,21
25221,esnans,25
2580,oulchy le chateau,2
21494,poncey sur l ignon,21
25222,etalans,25
21495,pont,21
25228,etupes,25
2581,paars,2
21516,quincerot,21
25241,flagey,25
2582,paissy,2
21517,quincey,21
25245,fontain,25
2588,pargnan,2
21518,quincy le vicomte,21
25256,frambouhans,25
2589,pargny filain,2
21528,la roche vanneau,21
25258,franois,25
2594,passy en valois,2
21530,rougemont,21
25266,geney,25
2599,pierremande,2
21532,rouvres en plaine,21
25269,germondans,25
21534,ruffey les beaune,21
25275,glere,25
21536,sacquenay,21
25279,gouhelans,25
21539,st anthot,21
25282,goux les usiers,25
21548,st germain de modeon,21
25295,les grangettes,25
21550,st germain les senailly,21
25299,guillon les bains,25
21558,ste marie la blanche,21
25300,guyans durnes,25
21560,st martin de la mer,21
25301,guyans vennes,25
21562,st maurice sur vingeanne,21
25309,houtaud,25
21564,st nicolas les citeaux,21
25313,hyevre paroisse,25
21603,semur en auxois,21
21612,souhey,21
25328,larnod,25
21623,tart,21
25331,lavans vuillafans,25
21627,thenissey,21
25334,levier,25
21635,thoste,21
25349,loray,25
21640,torcy et pouligny,21
25350,lougres,25
21647,trugny,21
25357,maisons du bois lievremont,25
21649,uncey le franc,21
21652,vandenesse en auxois,21
25366,mancenans lizerne,25
21656,varanges,21
25371,mazerolles le salin,25
21665,vernois les vesvres,21
25372,mediere,25
21667,veronnes,21
25375,les monts ronds,25
21670,verrey sous salmaise,21
25382,moncey,25
21675,vianges,21
25384,mondon,25
21693,villedieu,21
25393,montecheroux,25
21698,villers la faye,21
25401,montivernage,25
21699,villers les pots,21
25402,montjoie le chateau,25
21704,villiers le duc,21
25404,montmahoux,25
21710,vitteaux,21
25405,montperreux,25
21713,vonges,21
25416,myon,25
21716,vougeot,21
25417,naisey les granges,25
25418,nancray,25
25419,nans,25
25425,noel cerneux,25
25430,ollans,25
25433,orgeans blanchefontaine,25
25450,pessans,25
25459,la planee,25
25463,pont de roide vermondans,25
25466,pouilley francais,25
25469,presentevillers,25
25470,la pretiere,25
25474,le puy,25
25475,quingey,25
25478,randevillers,25
25494,rochejean,25
25500,ronchaux,25
2803,la ville aux bois les pontavert,2
25502,roset fluans,25
25505,rougemont,25
25512,le russey,25
25513,ste anne,25
25517,st gorgon main,25
25523,ste marie,25
25524,st maurice colombier,25
25529,sancey,25
25533,saraz,25
25538,sechin,25
25539,seloncourt,25
25545,silley amancey,25
25559,thiebouhans,25
25566,la tour de scay,25
25569,trepot,25
25572,trouvans,25
25574,uzelle,25
25575,vaire,25
25579,val de roulans,25
25588,vaucluse,25
25590,vaudrivillers,25
25604,verne,25
25605,vernierfontaine,25
25607,vernois les belvoir,25
5009,aspres les corps,5
5064,la chapelle en valgaudemar,5
5182,villar loubiere,5
7004,ajoux,7
7023,balazuc,7
7061,chauzon,7
7074,creysseilles,7
7118,laboule,7
7144,loubaresse,7
7146,lyas,7
7168,orgnac l aven,7
7201,ruoms,7
7215,st barthelemy le meil,7
7220,st christol,7
7253,st julien du gua,7
7295,st sauveur de montagut,7
7318,tauriers,7
7323,toulaud,7
7327,uzer,7
25003,abbenans,25
25012,les allies,25
25018,anteuil,25
25020,arbouans,25
25021,arc et senans,25
25032,autechaux,25
25040,badevel,25
25046,battenans varin,25
25059,beutal,25
25066,blussangeaux,25
25067,blussans,25
25073,bonnay,25
25079,boujailles,25
25089,bremondans,25
25091,les breseux,25
25094,bretigney notre dame,25
25098,buffard,25
25099,bugny,25
25101,burgille,25
25106,cademene,25
25110,chaffois,25
25111,chaleze,25
25117,champoux,25
25124,charmauvillers,25
25125,charmoille,25
25131,chatelblanc,25
25133,chatillon le duc,25
25136,chaucenne,25
25141,chaux les passavant,25
25148,la chenalotte,25
25156,pays de clerval,25
25162,corcelles ferrieres,25
25172,courchapon,25
25173,cour st maurice,25
25177,crosey le grand,25
25191,dampierre sur le doubs,25
25192,dampjoux,25
25195,dannemarie sur crete,25
25200,devecey,25
25210,echenans,25
25223,eternoz,25
25227,etray,25
25229,evillers,25
25242,flagey rigney,25
25243,flangebouche,25
25244,fleurey,25
25246,fontaine les clerval,25
25248,les fontenelles,25
25251,fourbanne,25
25255,fournet blancheroche,25
25259,frasne,25
25267,gennes,25
25277,gondenans les moulins,25
25285,grand combe chateleu,25
25290,la grange,25
25308,les hopitaux vieux,25
25312,hyevre magny,25
25316,issans,25
25325,landresse,25
25345,longevelle sur doubs,25
25355,magny chatelard,25
25359,malans,25
25361,malbuisson,25
25362,malpas,25
25367,mandeure,25
25373,le memont,25
25377,mesandans,25
25380,metabief,25
25385,montagney servigney,25
25387,montandon,25
25390,montbenoit,25
25414,le moutherot,25
25424,les premiers sapins,25
25426,noirefontaine,25
25427,noironte,25
25429,novillars,25
25432,orchamps vennes,25
25434,ornans,25
25435,orsans,25
25438,osselle routelle,25
25439,ougney douvot,25
2103,boue,2
25442,oye et pallet,25
2109,la bouteille,2
25443,palantine,25
2116,braye en thierache,2
25444,palise,25
2118,braye,2
25457,plaimbois vennes,25
2127,bruyeres sur fere,2
25460,le val,25
2135,buironfosse,2
25465,pont les moulins,25
2136,burelles,2
25472,puessans,25
2146,celles les conde,2
25485,remondans vaivre,25
2148,celles sur aisne,2
25489,reugney,25
25491,rignosot,25
2154,chacrise,2
25495,roche lez beaupre,25
2158,chamouille,2
25498,rognon,25
2162,la chapelle sur chezy,2
25499,romain,25
2164,le charmel,2
25501,rondefontaine,25
2176,chavonne,2
25504,rosureux,25
2177,cheret,2
25516,st georges armont,25
2181,chery les rozoy,2
25519,st hippolyte,25
2182,chevennes,2
25520,st juan,25
2186,chezy sur marne,2
25525,st point lac,25
2189,chivres en laonnois,2
25528,samson,25
2192,chouy,2
25534,sarrageois,25
2197,clairfontaine,2
25541,septfontaines,25
25542,serre les sapins,25
25544,servin,25
25550,la sommette,25
25553,soye,25
25557,tallenay,25
9001,aigues juntes,9
25558,tarcenay foucherans,25
9014,argein,9
25567,tournans,25
9021,artix,9
25571,trevillers,25
9022,arvigna,9
9023,ascou,9
25582,valleroy,25
9025,aucazein,9
25584,valoreille,25
9027,augirein,9
25586,vandoncourt,25
9030,auzat,9
25589,vauclusotte,25
9031,axiat,9
25595,vellerot les belvoir,25
9032,ax les thermes,9
25596,vellerot les vercel,25
9033,bagert,9
25602,vergranne,25
9035,balagueres,9
25608,le vernoy,25
9040,la bastide de lordat,9
25614,vieux charmont,25
9044,baulou,9
9069,buzan,9
9075,campagne sur arize,9
9079,carla bayle,9
9081,le carlaret,9
9085,castillon en couserans,9
9086,caumont,9
9087,caussou,9
9088,caychax,9
9098,contrazy,9
9099,cos,9
2511,montigny en arrouaise,2
2518,montlevon,2
2525,morcourt,2
2527,morsain,2
2530,moulins,2
2531,moussy verneuil,2
2535,nampcelles la cour,2
2539,nauroy,2
2545,la neuville bosmont,2
2547,la neuville housset,2
2548,la neuville les dorengt,2
2555,nogent l artaud,2
2563,noyales,2
2565,oeuilly,2
2568,oigny en valois,2
2593,pasly,2
2814,villers les guise,2
2826,voulpaix,2
7001,accons,7
7049,le chambon,7
7059,chateaubourg,7
7090,flaviac,7
7098,gourdon,7
7126,lagorce,7
7138,lavilledieu,7
7145,lussas,7
7148,malbosc,7
7179,pourcheres,7
7183,pradons,7
7197,roiffieux,7
7209,st andeol de fourchades,7
7241,st germain,7
7255,st julien en st alban,7
7263,st laurent sous coiron,7
7273,st maurice d ibie,7
7304,salavas,7
7305,les salelles,7
7343,vinezac,7
9005,aleu,9
9007,allieres,9
9019,artigat,9
9026,audressein,9
9038,la bastide de besplas,9
9041,la bastide du salat,9
9046,bedeille,9
9047,belesta,9
9049,benac,9
9057,biert,9
9060,bonnac,9
9061,les bordes sur arize,9
9063,le bosc,9
9071,cadarcet,9
9076,cante,9
9077,capoulet et junac,9
9093,celles,9
58003,alligny en morvan,58
58005,amazy,58
58009,arbourse,58
58013,arthel,58
58016,asnois,58
58026,beaulieu,58
58033,bitry,58
58036,bouhy,58
58037,brassy,58
58042,bulcy,58
58043,bussy la pesle,58
58044,la celle sur loire,58
58045,la celle sur nievre,58
58058,la chapelle st andre,58
58064,chateauneuf val de bargis,58
58065,chatillon en bazois,58
58070,chazeuil,58
58073,chevroches,58
58074,chiddes,58
58077,ciez,58
58085,corvol l orgueilleux,58
58089,couloutre,58
58090,courcelles,58
58093,cuncy les varzy,58
58094,dampierre sous bouhy,58
58014,arzembouy,58
58095,decize,58
58019,avree,58
58096,devay,58
58020,avril sur loire,58
58102,donzy,58
58023,bazoches,58
58112,la fermete,58
58024,bazolles,58
58115,fleury sur loire,58
58032,billy sur oisy,58
58119,frasnay reugny,58
58038,breugnon,58
58125,gien sur cure,58
58047,cervon,58
58127,giry,58
58048,cessy les bois,58
58131,guerigny,58
58049,chalaux,58
58135,isenay,58
58050,challement,58
58139,lanty,58
58061,chasnay,58
58141,lavault de fretoy,58
58062,chateau chinon ville,58
58147,lurcy le bourg,58
58063,chateau chinon campagne,58
58154,la maison dieu,58
58066,chatin,58
58161,maux,58
58067,chaulgnes,58
58162,menestreau,58
58071,chevannes changy,58
58187,myennes,58
58076,chougny,58
58190,neuffontaines,58
58079,clamecy,58
58195,la nocle maulaix,58
58197,nuars,58
58084,corvol d embernard,58
58202,ougny,58
58086,cosne cours sur loire,58
58204,vaux d amognes,58
58088,coulanges les nevers,58
58210,planchez,58
58109,entrains sur nohain,58
58211,poil,58
58118,fours,58
58216,pouques lormes,58
58122,garchy,58
58221,remilly,58
58226,st agnan,58
58126,gimouille,58
58230,st aubin des chaumes,58
58129,gouloux,58
58251,st loup des bois,58
58130,grenois,58
58255,st martin du puy,58
58142,limanton,58
58256,st martin sur nohain,58
58143,limon,58
58259,st parize en viry,58
58152,magny cours,58
58153,magny lormes,58
58264,st pierre le moutier,58
58155,la marche,58
58265,st quentin sur nohain,58
58160,marzy,58
58266,st reverien,58
58163,menou,58
58269,st sulpice,58
58168,millay,58
58294,toury sur jour,58
58172,montambert,58
58298,tronsanges,58
58174,montenoison,58
58301,vandenesse,58
58181,moraches,58
58186,murlin,58
58192,neuville les decize,58
58194,nevers,58
58200,ouagne,58
58206,parigny la rose,58
58214,pougues les eaux,58
58224,ruages,58
58229,st andre en morvan,58
58238,st eloi,58
58241,st germain chassenay,58
58243,st gratien savigny,58
